"Year","State","Industry.Sector.Category","Sector","Electricity_Consumption"
2003,"NM","Full-Service Providers","Residential","5,418,038"
2003,"NV","Full-Service Providers","Residential","10,339,935"
2003,"NY","Full-Service Providers","Residential","44,650,051"
2003,"OH","Full-Service Providers","Residential","42,959,181"
2003,"OK","Full-Service Providers","Residential","20,161,967"
2003,"OR","Full-Service Providers","Residential","17,735,560"
2003,"PA","Full-Service Providers","Residential","47,493,753"
2003,"RI","Full-Service Providers","Residential","2,998,209"
2003,"SC","Full-Service Providers","Residential","26,421,639"
2003,"SD","Full-Service Providers","Residential","3,739,838"
2003,"TN","Full-Service Providers","Residential","37,696,941"
2003,"TX","Full-Service Providers","Residential","121,354,826"
2003,"UT","Full-Service Providers","Residential","7,166,407"
2003,"VA","Full-Service Providers","Residential","40,846,103"
2003,"VT","Full-Service Providers","Residential","2,011,389"
2003,"WA","Full-Service Providers","Residential","31,872,045"
2003,"WI","Full-Service Providers","Residential","21,364,143"
2003,"WV","Full-Service Providers","Residential","10,473,404"
2003,"WY","Full-Service Providers","Residential","2,286,201"
2003,"US","Full-Service Providers","Residential","1,257,766,998"
2003,"CA","Energy-Only Providers","Residential","388,435"
2003,"CT","Energy-Only Providers","Residential","290,604"
2003,"DC","Energy-Only Providers","Residential","231,580"
2003,"DE","Energy-Only Providers","Residential","0"
2003,"IL","Energy-Only Providers","Residential","0"
2003,"MA","Energy-Only Providers","Residential","414,865"
2003,"MD","Energy-Only Providers","Residential","875,982"
2003,"ME","Energy-Only Providers","Residential","4,140,108"
2003,"MI","Energy-Only Providers","Residential","0"
2003,"MT","Energy-Only Providers","Residential","566"
2003,"NH","Energy-Only Providers","Residential","0"
2003,"NJ","Energy-Only Providers","Residential","399,688"
2003,"NY","Energy-Only Providers","Residential","2,465,836"
2003,"OH","Energy-Only Providers","Residential","6,661,397"
2003,"PA","Energy-Only Providers","Residential","2,157,248"
2003,"RI","Energy-Only Providers","Residential","0"
2003,"VA","Energy-Only Providers","Residential","30,603"
2003,"WA","Energy-Only Providers","Residential","0"
2003,"US","Energy-Only Providers","Residential","18,056,912"
2002,"AK","Total Electric Industry","Residential","1,932,217"
2002,"AL","Total Electric Industry","Residential","30,021,763"
2002,"AR","Total Electric Industry","Residential","15,527,374"
2002,"AZ","Total Electric Industry","Residential","26,412,614"
2002,"CA","Total Electric Industry","Residential","77,202,300"
2002,"CO","Total Electric Industry","Residential","15,424,846"
2002,"CT","Total Electric Industry","Residential","12,472,813"
2002,"DC","Total Electric Industry","Residential","1,790,103"
2002,"DE","Total Electric Industry","Residential","4,020,308"
2002,"FL","Total Electric Industry","Residential","108,163,825"
2002,"GA","Total Electric Industry","Residential","48,599,732"
2002,"HI","Total Electric Industry","Residential","2,898,380"
2002,"IA","Total Electric Industry","Residential","12,920,571"
2002,"ID","Total Electric Industry","Residential","7,055,912"
2002,"IL","Total Electric Industry","Residential","45,030,069"
2002,"IN","Total Electric Industry","Residential","31,567,900"
2002,"KS","Total Electric Industry","Residential","12,745,301"
2002,"KY","Total Electric Industry","Residential","25,347,157"
2002,"LA","Total Electric Industry","Residential","28,157,092"
2002,"MA","Total Electric Industry","Residential","18,694,666"
2002,"MD","Total Electric Industry","Residential","25,489,053"
2002,"ME","Total Electric Industry","Residential","4,043,100"
2002,"MI","Total Electric Industry","Residential","34,336,161"
2002,"MN","Total Electric Industry","Residential","20,450,927"
2002,"MO","Total Electric Industry","Residential","31,684,209"
2002,"MS","Total Electric Industry","Residential","17,843,742"
2002,"MT","Total Electric Industry","Residential","4,030,664"
2002,"NC","Total Electric Industry","Residential","49,854,417"
2002,"ND","Total Electric Industry","Residential","3,663,885"
2002,"NE","Total Electric Industry","Residential","8,956,037"
2002,"NH","Total Electric Industry","Residential","4,002,520"
2002,"NJ","Total Electric Industry","Residential","27,171,374"
2002,"NM","Total Electric Industry","Residential","5,238,134"
2002,"NV","Total Electric Industry","Residential","9,702,083"
2002,"NY","Total Electric Industry","Residential","46,457,030"
2002,"OH","Total Electric Industry","Residential","50,863,643"
2002,"OK","Total Electric Industry","Residential","19,927,272"
2002,"OR","Total Electric Industry","Residential","17,553,984"
2002,"PA","Total Electric Industry","Residential","48,729,956"
2002,"RI","Total Electric Industry","Residential","2,828,887"
2002,"SC","Total Electric Industry","Residential","26,786,631"
2002,"SD","Total Electric Industry","Residential","3,733,016"
2002,"TN","Total Electric Industry","Residential","38,751,810"
2002,"TX","Total Electric Industry","Residential","121,435,110"
2002,"UT","Total Electric Industry","Residential","6,938,291"
2002,"VA","Total Electric Industry","Residential","40,358,373"
2002,"VT","Total Electric Industry","Residential","2,046,818"
2002,"WA","Total Electric Industry","Residential","32,065,997"
2002,"WI","Total Electric Industry","Residential","21,575,371"
2002,"WV","Total Electric Industry","Residential","10,444,146"
2002,"WY","Total Electric Industry","Residential","2,232,285"
2002,"US","Total Electric Industry","Residential","1,265,179,869"
2002,"AK","Full-Service Providers","Residential","1,932,217"
2002,"AL","Full-Service Providers","Residential","30,021,763"
2002,"AR","Full-Service Providers","Residential","15,527,374"
2002,"AZ","Full-Service Providers","Residential","26,412,614"
2002,"CA","Full-Service Providers","Residential","76,780,605"
2002,"CO","Full-Service Providers","Residential","15,424,846"
2002,"CT","Full-Service Providers","Residential","12,299,198"
2002,"DC","Full-Service Providers","Residential","1,660,279"
2002,"DE","Full-Service Providers","Residential","4,020,308"
2002,"FL","Full-Service Providers","Residential","108,163,825"
2002,"GA","Full-Service Providers","Residential","48,599,732"
2002,"HI","Full-Service Providers","Residential","2,898,380"
2002,"IA","Full-Service Providers","Residential","12,920,571"
2002,"ID","Full-Service Providers","Residential","7,055,912"
2002,"IL","Full-Service Providers","Residential","45,030,069"
2002,"IN","Full-Service Providers","Residential","31,567,900"
2002,"KS","Full-Service Providers","Residential","12,745,301"
2002,"KY","Full-Service Providers","Residential","25,347,157"
2002,"LA","Full-Service Providers","Residential","28,157,092"
2002,"MA","Full-Service Providers","Residential","18,439,625"
2002,"MD","Full-Service Providers","Residential","24,757,199"
2002,"ME","Full-Service Providers","Residential","224,291"
2002,"MI","Full-Service Providers","Residential","34,336,161"
2002,"MN","Full-Service Providers","Residential","20,450,927"
2002,"MO","Full-Service Providers","Residential","31,684,209"
2002,"MS","Full-Service Providers","Residential","17,843,742"
2002,"MT","Full-Service Providers","Residential","4,029,588"
2002,"NC","Full-Service Providers","Residential","49,854,417"
2002,"ND","Full-Service Providers","Residential","3,663,885"
2002,"NE","Full-Service Providers","Residential","8,956,037"
2002,"NH","Full-Service Providers","Residential","3,959,601"
2002,"NJ","Full-Service Providers","Residential","27,121,145"
2002,"NM","Full-Service Providers","Residential","5,238,134"
2002,"NV","Full-Service Providers","Residential","9,702,083"
2002,"NY","Full-Service Providers","Residential","44,003,075"
2002,"OH","Full-Service Providers","Residential","45,618,743"
2002,"OK","Full-Service Providers","Residential","19,927,272"
2002,"OR","Full-Service Providers","Residential","17,553,984"
2002,"PA","Full-Service Providers","Residential","45,374,672"
2002,"RI","Full-Service Providers","Residential","2,825,527"
2002,"SC","Full-Service Providers","Residential","26,786,631"
2002,"SD","Full-Service Providers","Residential","3,733,016"
2002,"TN","Full-Service Providers","Residential","38,751,810"
2002,"TX","Full-Service Providers","Residential","121,435,110"
2002,"UT","Full-Service Providers","Residential","6,938,291"
2002,"VA","Full-Service Providers","Residential","40,210,523"
2002,"VT","Full-Service Providers","Residential","2,046,818"
2002,"WA","Full-Service Providers","Residential","32,065,997"
2002,"WI","Full-Service Providers","Residential","21,575,371"
2002,"WV","Full-Service Providers","Residential","10,444,146"
2002,"WY","Full-Service Providers","Residential","2,232,285"
2002,"US","Full-Service Providers","Residential","1,248,349,458"
2002,"CA","Energy-Only Providers","Residential","421,695"
2002,"CT","Energy-Only Providers","Residential","173,615"
2002,"DC","Energy-Only Providers","Residential","129,824"
2002,"DE","Energy-Only Providers","Residential","0"
2002,"IL","Energy-Only Providers","Residential","0"
2002,"MA","Energy-Only Providers","Residential","255,041"
2002,"MD","Energy-Only Providers","Residential","731,854"
2002,"ME","Energy-Only Providers","Residential","3,818,809"
2002,"MI","Energy-Only Providers","Residential","0"
2002,"MT","Energy-Only Providers","Residential","1,076"
2002,"NH","Energy-Only Providers","Residential","42,919"
2002,"NJ","Energy-Only Providers","Residential","50,229"
2002,"NY","Energy-Only Providers","Residential","2,453,955"
2002,"OH","Energy-Only Providers","Residential","5,244,900"
2002,"PA","Energy-Only Providers","Residential","3,355,284"
2002,"RI","Energy-Only Providers","Residential","3,360"
2002,"VA","Energy-Only Providers","Residential","147,850"
2002,"WA","Energy-Only Providers","Residential","0"
2002,"US","Energy-Only Providers","Residential","16,830,411"
2001,"AK","Total Electric Industry","Residential","1,891,468"
2001,"AL","Total Electric Industry","Residential","27,802,207"
2001,"AR","Total Electric Industry","Residential","15,103,946"
2001,"AZ","Total Electric Industry","Residential","26,200,172"
2001,"CA","Total Electric Industry","Residential","76,667,632"
2001,"CO","Total Electric Industry","Residential","14,470,251"
2001,"CT","Total Electric Industry","Residential","11,974,617"
2001,"DC","Total Electric Industry","Residential","1,698,868"
2001,"DE","Total Electric Industry","Residential","3,733,993"
2001,"FL","Total Electric Industry","Residential","101,377,095"
2001,"GA","Total Electric Industry","Residential","44,380,213"
2001,"HI","Total Electric Industry","Residential","2,802,470"
2001,"IA","Total Electric Industry","Residential","12,429,672"
2001,"ID","Total Electric Industry","Residential","6,905,546"
2001,"IL","Total Electric Industry","Residential","41,820,005"
2001,"IN","Total Electric Industry","Residential","29,419,675"
2001,"KS","Total Electric Industry","Residential","12,062,329"
2001,"KY","Total Electric Industry","Residential","23,698,316"
2001,"LA","Total Electric Industry","Residential","25,800,335"
2001,"MA","Total Electric Industry","Residential","17,983,531"
2001,"MD","Total Electric Industry","Residential","24,294,096"
2001,"ME","Total Electric Industry","Residential","3,902,940"
2001,"MI","Total Electric Industry","Residential","32,304,798"
2001,"MN","Total Electric Industry","Residential","19,399,686"
2001,"MO","Total Electric Industry","Residential","30,168,329"
2001,"MS","Total Electric Industry","Residential","16,855,661"
2001,"MT","Total Electric Industry","Residential","3,886,224"
2001,"NC","Total Electric Industry","Residential","46,200,716"
2001,"ND","Total Electric Industry","Residential","3,479,809"
2001,"NE","Total Electric Industry","Residential","8,638,208"
2001,"NH","Total Electric Industry","Residential","3,789,290"
2001,"NJ","Total Electric Industry","Residential","25,491,423"
2001,"NM","Total Electric Industry","Residential","4,999,477"
2001,"NV","Total Electric Industry","Residential","9,606,869"
2001,"NY","Total Electric Industry","Residential","44,235,593"
2001,"OH","Total Electric Industry","Residential","47,346,163"
2001,"OK","Total Electric Industry","Residential","19,795,853"
2001,"OR","Total Electric Industry","Residential","17,502,996"
2001,"PA","Total Electric Industry","Residential","46,029,989"
2001,"RI","Total Electric Industry","Residential","2,699,059"
2001,"SC","Total Electric Industry","Residential","24,874,643"
2001,"SD","Total Electric Industry","Residential","3,580,418"
2001,"TN","Total Electric Industry","Residential","36,931,534"
2001,"TX","Total Electric Industry","Residential","117,342,779"
2001,"UT","Total Electric Industry","Residential","6,692,983"
2001,"VA","Total Electric Industry","Residential","37,325,231"
2001,"VT","Total Electric Industry","Residential","2,009,403"
2001,"WA","Total Electric Industry","Residential","31,608,471"
2001,"WI","Total Electric Industry","Residential","20,417,899"
2001,"WV","Total Electric Industry","Residential","9,828,180"
2001,"WY","Total Electric Industry","Residential","2,145,532"
2001,"US","Total Electric Industry","Residential","1,201,606,593"
2001,"AK","Full-Service Providers","Residential","1,891,468"
2001,"AL","Full-Service Providers","Residential","27,802,207"
2001,"AR","Full-Service Providers","Residential","15,103,946"
2001,"AZ","Full-Service Providers","Residential","26,200,172"
2001,"CA","Full-Service Providers","Residential","76,050,291"
2001,"CO","Full-Service Providers","Residential","14,470,251"
2001,"CT","Full-Service Providers","Residential","11,960,742"
2001,"DC","Full-Service Providers","Residential","1,676,457"
2001,"DE","Full-Service Providers","Residential","3,733,498"
2001,"FL","Full-Service Providers","Residential","101,377,095"
2001,"GA","Full-Service Providers","Residential","44,380,213"
2001,"HI","Full-Service Providers","Residential","2,802,470"
2001,"IA","Full-Service Providers","Residential","12,429,672"
2001,"ID","Full-Service Providers","Residential","6,905,546"
2001,"IL","Full-Service Providers","Residential","41,820,005"
2001,"IN","Full-Service Providers","Residential","29,419,675"
2001,"KS","Full-Service Providers","Residential","12,062,329"
2001,"KY","Full-Service Providers","Residential","23,698,316"
2001,"LA","Full-Service Providers","Residential","25,800,335"
2001,"MA","Full-Service Providers","Residential","17,981,485"
2001,"MD","Full-Service Providers","Residential","23,900,720"
2001,"ME","Full-Service Providers","Residential","619,222"
2001,"MI","Full-Service Providers","Residential","32,304,798"
2001,"MN","Full-Service Providers","Residential","19,399,686"
2001,"MO","Full-Service Providers","Residential","30,168,329"
2001,"MS","Full-Service Providers","Residential","16,855,661"
2001,"MT","Full-Service Providers","Residential","3,885,138"
2001,"NC","Full-Service Providers","Residential","46,200,716"
2001,"ND","Full-Service Providers","Residential","3,479,809"
2001,"NE","Full-Service Providers","Residential","8,638,208"
2001,"NH","Full-Service Providers","Residential","3,789,290"
2001,"NJ","Full-Service Providers","Residential","25,347,986"
2001,"NM","Full-Service Providers","Residential","4,999,477"
2001,"NV","Full-Service Providers","Residential","9,606,869"
2001,"NY","Full-Service Providers","Residential","42,374,596"
2001,"OH","Full-Service Providers","Residential","45,784,318"
2001,"OK","Full-Service Providers","Residential","19,795,853"
2001,"OR","Full-Service Providers","Residential","17,502,996"
2001,"PA","Full-Service Providers","Residential","41,000,384"
2001,"RI","Full-Service Providers","Residential","2,699,059"
2001,"SC","Full-Service Providers","Residential","24,874,643"
2001,"SD","Full-Service Providers","Residential","3,580,418"
2001,"TN","Full-Service Providers","Residential","36,931,534"
2001,"TX","Full-Service Providers","Residential","117,228,922"
2001,"UT","Full-Service Providers","Residential","6,692,983"
2001,"VA","Full-Service Providers","Residential","36,982,317"
2001,"VT","Full-Service Providers","Residential","2,009,403"
2001,"WA","Full-Service Providers","Residential","31,608,471"
2001,"WI","Full-Service Providers","Residential","20,417,899"
2001,"WV","Full-Service Providers","Residential","9,828,180"
2001,"WY","Full-Service Providers","Residential","2,145,532"
2001,"US","Full-Service Providers","Residential","1,188,219,590"
2001,"CA","Energy-Only Providers","Residential","617,341"
2001,"CT","Energy-Only Providers","Residential","13,875"
2001,"DC","Energy-Only Providers","Residential","22,411"
2001,"DE","Energy-Only Providers","Residential","495"
2001,"IL","Energy-Only Providers","Residential","0"
2001,"MA","Energy-Only Providers","Residential","2,046"
2001,"MD","Energy-Only Providers","Residential","393,376"
2001,"ME","Energy-Only Providers","Residential","3,283,718"
2001,"MI","Energy-Only Providers","Residential","0"
2001,"MT","Energy-Only Providers","Residential","1,086"
2001,"NH","Energy-Only Providers","Residential","0"
2001,"NJ","Energy-Only Providers","Residential","143,437"
2001,"NY","Energy-Only Providers","Residential","1,860,997"
2001,"OH","Energy-Only Providers","Residential","1,561,845"
2001,"PA","Energy-Only Providers","Residential","5,029,605"
2001,"RI","Energy-Only Providers","Residential","0"
2001,"TX","Energy-Only Providers","Residential","113,857"
2001,"VA","Energy-Only Providers","Residential","342,914"
2001,"WA","Energy-Only Providers","Residential","0"
2001,"US","Energy-Only Providers","Residential","13,387,003"
2000,"AK","Total Electric Industry","Residential","1,854,968"
2000,"AL","Total Electric Industry","Residential","28,756,115"
2000,"AR","Total Electric Industry","Residential","14,870,777"
2000,"AZ","Total Electric Industry","Residential","24,843,978"
2000,"CA","Total Electric Industry","Residential","79,240,641"
2000,"CO","Total Electric Industry","Residential","14,028,934"
2000,"CT","Total Electric Industry","Residential","11,645,484"
2000,"DC","Total Electric Industry","Residential","1,624,101"
2000,"DE","Total Electric Industry","Residential","3,574,848"
2000,"FL","Total Electric Industry","Residential","99,005,605"
2000,"GA","Total Electric Industry","Residential","44,559,990"
2000,"HI","Total Electric Industry","Residential","2,764,618"
2000,"IA","Total Electric Industry","Residential","12,028,663"
2000,"ID","Total Electric Industry","Residential","7,006,491"
2000,"IL","Total Electric Industry","Residential","40,146,401"
2000,"IN","Total Electric Industry","Residential","28,648,540"
2000,"KS","Total Electric Industry","Residential","12,528,341"
2000,"KY","Total Electric Industry","Residential","23,374,472"
2000,"LA","Total Electric Industry","Residential","27,719,176"
2000,"MA","Total Electric Industry","Residential","17,562,307"
2000,"MD","Total Electric Industry","Residential","23,949,316"
2000,"ME","Total Electric Industry","Residential","3,736,802"
2000,"MI","Total Electric Industry","Residential","30,707,267"
2000,"MN","Total Electric Industry","Residential","18,629,364"
2000,"MO","Total Electric Industry","Residential","29,581,354"
2000,"MS","Total Electric Industry","Residential","17,192,809"
2000,"MT","Total Electric Industry","Residential","3,907,754"
2000,"NC","Total Electric Industry","Residential","46,536,517"
2000,"ND","Total Electric Industry","Residential","3,390,036"
2000,"NE","Total Electric Industry","Residential","8,346,035"
2000,"NH","Total Electric Industry","Residential","3,656,134"
2000,"NJ","Total Electric Industry","Residential","24,547,336"
2000,"NM","Total Electric Industry","Residential","4,937,074"
2000,"NV","Total Electric Industry","Residential","9,406,302"
2000,"NY","Total Electric Industry","Residential","43,017,570"
2000,"OH","Total Electric Industry","Residential","46,488,137"
2000,"OK","Total Electric Industry","Residential","19,640,229"
2000,"OR","Total Electric Industry","Residential","18,211,761"
2000,"PA","Total Electric Industry","Residential","45,007,795"
2000,"RI","Total Electric Industry","Residential","2,664,399"
2000,"SC","Total Electric Industry","Residential","25,270,116"
2000,"SD","Total Electric Industry","Residential","3,423,322"
2000,"TN","Total Electric Industry","Residential","36,622,145"
2000,"TX","Total Electric Industry","Residential","116,895,281"
2000,"UT","Total Electric Industry","Residential","6,513,506"
2000,"VA","Total Electric Industry","Residential","37,541,300"
2000,"VT","Total Electric Industry","Residential","2,036,934"
2000,"WA","Total Electric Industry","Residential","33,035,778"
2000,"WI","Total Electric Industry","Residential","19,929,345"
2000,"WV","Total Electric Industry","Residential","9,737,791"
2000,"WY","Total Electric Industry","Residential","2,102,532"
2000,"US","Total Electric Industry","Residential","1,192,446,491"
2000,"AK","Full-Service Providers","Residential","1,854,968"
2000,"AL","Full-Service Providers","Residential","28,756,115"
2000,"AR","Full-Service Providers","Residential","14,870,777"
2000,"AZ","Full-Service Providers","Residential","24,843,978"
2000,"CA","Full-Service Providers","Residential","78,011,108"
2000,"CO","Full-Service Providers","Residential","14,028,934"
2000,"CT","Full-Service Providers","Residential","11,645,484"
2000,"DC","Full-Service Providers","Residential","1,624,101"
2000,"DE","Full-Service Providers","Residential","3,573,713"
2000,"FL","Full-Service Providers","Residential","99,005,605"
2000,"GA","Full-Service Providers","Residential","44,559,990"
2000,"HI","Full-Service Providers","Residential","2,764,618"
2000,"IA","Full-Service Providers","Residential","12,028,663"
2000,"ID","Full-Service Providers","Residential","7,006,491"
2000,"IL","Full-Service Providers","Residential","40,146,401"
2000,"IN","Full-Service Providers","Residential","28,648,540"
2000,"KS","Full-Service Providers","Residential","12,528,341"
2000,"KY","Full-Service Providers","Residential","23,374,472"
2000,"LA","Full-Service Providers","Residential","27,719,176"
2000,"MA","Full-Service Providers","Residential","17,534,355"
2000,"MD","Full-Service Providers","Residential","23,914,064"
2000,"ME","Full-Service Providers","Residential","1,258,951"
2000,"MI","Full-Service Providers","Residential","30,700,485"
2000,"MN","Full-Service Providers","Residential","18,629,364"
2000,"MO","Full-Service Providers","Residential","29,581,354"
2000,"MS","Full-Service Providers","Residential","17,192,809"
2000,"MT","Full-Service Providers","Residential","3,901,071"
2000,"NC","Full-Service Providers","Residential","46,536,517"
2000,"ND","Full-Service Providers","Residential","3,390,036"
2000,"NE","Full-Service Providers","Residential","8,346,035"
2000,"NH","Full-Service Providers","Residential","3,638,478"
2000,"NJ","Full-Service Providers","Residential","24,064,446"
2000,"NM","Full-Service Providers","Residential","4,935,622"
2000,"NV","Full-Service Providers","Residential","9,406,302"
2000,"NY","Full-Service Providers","Residential","41,555,943"
2000,"OH","Full-Service Providers","Residential","46,488,137"
2000,"OK","Full-Service Providers","Residential","19,640,229"
2000,"OR","Full-Service Providers","Residential","18,211,761"
2000,"PA","Full-Service Providers","Residential","41,447,546"
2000,"RI","Full-Service Providers","Residential","2,664,399"
2000,"SC","Full-Service Providers","Residential","25,270,116"
2000,"SD","Full-Service Providers","Residential","3,423,322"
2000,"TN","Full-Service Providers","Residential","36,622,145"
2000,"TX","Full-Service Providers","Residential","116,895,281"
2000,"UT","Full-Service Providers","Residential","6,513,506"
2000,"VA","Full-Service Providers","Residential","37,541,300"
2000,"VT","Full-Service Providers","Residential","2,036,934"
2000,"WA","Full-Service Providers","Residential","33,035,778"
2000,"WI","Full-Service Providers","Residential","19,929,345"
2000,"WV","Full-Service Providers","Residential","9,737,791"
2000,"WY","Full-Service Providers","Residential","2,102,532"
2000,"US","Full-Service Providers","Residential","1,183,137,429"
2000,"AZ","Energy-Only Providers","Residential","0"
2000,"CA","Energy-Only Providers","Residential","1,229,533"
2000,"DE","Energy-Only Providers","Residential","1,135"
2000,"IL","Energy-Only Providers","Residential","0"
2000,"MA","Energy-Only Providers","Residential","27,952"
2000,"MD","Energy-Only Providers","Residential","35,252"
2000,"ME","Energy-Only Providers","Residential","2,477,851"
2000,"MI","Energy-Only Providers","Residential","6,782"
2000,"MT","Energy-Only Providers","Residential","6,683"
2000,"NH","Energy-Only Providers","Residential","17,656"
2000,"NJ","Energy-Only Providers","Residential","482,890"
2000,"NM","Energy-Only Providers","Residential","1,452"
2000,"NY","Energy-Only Providers","Residential","1,461,627"
2000,"OH","Energy-Only Providers","Residential","0"
2000,"PA","Energy-Only Providers","Residential","3,560,249"
2000,"RI","Energy-Only Providers","Residential","0"
2000,"WA","Energy-Only Providers","Residential","0"
2000,"US","Energy-Only Providers","Residential","9,309,062"
1999,"AK","Total Electric Industry","Residential","1,865,743"
1999,"AL","Total Electric Industry","Residential","27,047,743"
1999,"AR","Total Electric Industry","Residential","14,045,427"
1999,"AZ","Total Electric Industry","Residential","22,517,435"
1999,"CA","Total Electric Industry","Residential","75,303,200"
1999,"CO","Total Electric Industry","Residential","13,130,575"
1999,"CT","Total Electric Industry","Residential","11,618,971"
1999,"DC","Total Electric Industry","Residential","1,642,704"
1999,"DE","Total Electric Industry","Residential","3,531,956"
1999,"FL","Total Electric Industry","Residential","93,846,127"
1999,"GA","Total Electric Industry","Residential","41,766,549"
1999,"HI","Total Electric Industry","Residential","2,689,147"
1999,"IA","Total Electric Industry","Residential","11,866,839"
1999,"ID","Total Electric Industry","Residential","6,806,476"
1999,"IL","Total Electric Industry","Residential","39,630,637"
1999,"IN","Total Electric Industry","Residential","28,805,508"
1999,"KS","Total Electric Industry","Residential","11,347,230"
1999,"KY","Total Electric Industry","Residential","22,547,555"
1999,"LA","Total Electric Industry","Residential","26,425,618"
1999,"MA","Total Electric Industry","Residential","17,392,365"
1999,"MD","Total Electric Industry","Residential","23,342,423"
1999,"ME","Total Electric Industry","Residential","3,704,413"
1999,"MI","Total Electric Industry","Residential","30,661,187"
1999,"MN","Total Electric Industry","Residential","17,997,554"
1999,"MO","Total Electric Industry","Residential","27,765,928"
1999,"MS","Total Electric Industry","Residential","16,321,419"
1999,"MT","Total Electric Industry","Residential","3,664,414"
1999,"NC","Total Electric Industry","Residential","43,648,445"
1999,"ND","Total Electric Industry","Residential","3,306,676"
1999,"NE","Total Electric Industry","Residential","7,929,449"
1999,"NH","Total Electric Industry","Residential","3,640,161"
1999,"NJ","Total Electric Industry","Residential","24,550,826"
1999,"NM","Total Electric Industry","Residential","4,649,203"
1999,"NV","Total Electric Industry","Residential","8,385,628"
1999,"NY","Total Electric Industry","Residential","42,919,230"
1999,"OH","Total Electric Industry","Residential","46,628,504"
1999,"OK","Total Electric Industry","Residential","18,301,131"
1999,"OR","Total Electric Industry","Residential","18,057,849"
1999,"PA","Total Electric Industry","Residential","44,126,364"
1999,"RI","Total Electric Industry","Residential","2,667,402"
1999,"SC","Total Electric Industry","Residential","23,698,794"
1999,"SD","Total Electric Industry","Residential","3,302,179"
1999,"TN","Total Electric Industry","Residential","35,424,922"
1999,"TX","Total Electric Industry","Residential","108,591,468"
1999,"UT","Total Electric Industry","Residential","6,236,407"
1999,"VA","Total Electric Industry","Residential","35,778,745"
1999,"VT","Total Electric Industry","Residential","1,998,569"
1999,"WA","Total Electric Industry","Residential","32,817,020"
1999,"WI","Total Electric Industry","Residential","19,501,670"
1999,"WV","Total Electric Industry","Residential","9,452,188"
1999,"WY","Total Electric Industry","Residential","2,025,096"
1999,"US","Total Electric Industry","Residential","1,144,923,069"
1999,"AK","Full-Service Providers","Residential","1,865,743"
1999,"AL","Full-Service Providers","Residential","27,047,743"
1999,"AR","Full-Service Providers","Residential","14,045,427"
1999,"AZ","Full-Service Providers","Residential","22,517,435"
1999,"CA","Full-Service Providers","Residential","74,490,158"
1999,"CO","Full-Service Providers","Residential","13,130,575"
1999,"CT","Full-Service Providers","Residential","11,618,971"
1999,"DC","Full-Service Providers","Residential","1,642,704"
1999,"DE","Full-Service Providers","Residential","3,531,956"
1999,"FL","Full-Service Providers","Residential","93,846,127"
1999,"GA","Full-Service Providers","Residential","41,766,549"
1999,"HI","Full-Service Providers","Residential","2,689,147"
1999,"IA","Full-Service Providers","Residential","11,866,839"
1999,"ID","Full-Service Providers","Residential","6,806,476"
1999,"IL","Full-Service Providers","Residential","39,623,234"
1999,"IN","Full-Service Providers","Residential","28,805,508"
1999,"KS","Full-Service Providers","Residential","11,347,230"
1999,"KY","Full-Service Providers","Residential","22,547,555"
1999,"LA","Full-Service Providers","Residential","26,425,618"
1999,"MA","Full-Service Providers","Residential","17,392,256"
1999,"MD","Full-Service Providers","Residential","23,342,423"
1999,"ME","Full-Service Providers","Residential","3,704,413"
1999,"MI","Full-Service Providers","Residential","30,661,187"
1999,"MN","Full-Service Providers","Residential","17,997,554"
1999,"MO","Full-Service Providers","Residential","27,765,928"
1999,"MS","Full-Service Providers","Residential","16,321,419"
1999,"MT","Full-Service Providers","Residential","3,664,414"
1999,"NC","Full-Service Providers","Residential","43,648,445"
1999,"ND","Full-Service Providers","Residential","3,306,676"
1999,"NE","Full-Service Providers","Residential","7,929,449"
1999,"NH","Full-Service Providers","Residential","3,572,139"
1999,"NJ","Full-Service Providers","Residential","24,550,383"
1999,"NM","Full-Service Providers","Residential","4,644,823"
1999,"NV","Full-Service Providers","Residential","8,385,628"
1999,"NY","Full-Service Providers","Residential","42,537,758"
1999,"OH","Full-Service Providers","Residential","46,628,504"
1999,"OK","Full-Service Providers","Residential","18,301,131"
1999,"OR","Full-Service Providers","Residential","18,057,849"
1999,"PA","Full-Service Providers","Residential","41,243,909"
1999,"RI","Full-Service Providers","Residential","2,662,675"
1999,"SC","Full-Service Providers","Residential","23,698,794"
1999,"SD","Full-Service Providers","Residential","3,302,179"
1999,"TN","Full-Service Providers","Residential","35,424,922"
1999,"TX","Full-Service Providers","Residential","108,591,468"
1999,"UT","Full-Service Providers","Residential","6,236,407"
1999,"VA","Full-Service Providers","Residential","35,778,745"
1999,"VT","Full-Service Providers","Residential","1,998,569"
1999,"WA","Full-Service Providers","Residential","32,817,020"
1999,"WI","Full-Service Providers","Residential","19,501,670"
1999,"WV","Full-Service Providers","Residential","9,452,188"
1999,"WY","Full-Service Providers","Residential","2,025,096"
1999,"US","Full-Service Providers","Residential","1,140,761,016"
1999,"CA","Energy-Only Providers","Residential","813,042"
1999,"DE","Energy-Only Providers","Residential","0"
1999,"ID","Energy-Only Providers","Residential","0"
1999,"IL","Energy-Only Providers","Residential","7,403"
1999,"MA","Energy-Only Providers","Residential","109"
1999,"MI","Energy-Only Providers","Residential","0"
1999,"MO","Energy-Only Providers","Residential","0"
1999,"MT","Energy-Only Providers","Residential","0"
